No,transactionDate,houseAge,distanceToNearestMRTstation,latitude,longitude,housePriceOfUnitArea,houseAgeStandardized
44,2012.75,34.4,512.7871,24.98748,121.54301,34.1,1.468249389923399
45,2013.583,2.7,533.4762,24.97445,121.54765,53.9,-1.3055548225859026
46,2013.083,36.6,488.8193,24.97015,121.54494,38.3,1.6607531523057484
47,2013.417,21.7,463.9623,24.9703,121.54458,42.0,0.35697767071620257
48,2013.583,35.9,640.7391,24.97563,121.53715,61.5,1.5995019551840917
49,2013.417,24.2,4605.749,24.94684,121.49578,13.4,0.57573194615069
50,2012.667,29.4,4510.359,24.94925,121.49542,13.2,1.0307408390544242
51,2013.417,21.7,512.5487,24.974,121.53842,44.2,0.35697767071620257
52,2013.083,31.3,1758.406,24.95402,121.55282,20.7,1.1969940883846348
53,2013.583,32.1,1438.579,24.97419,121.5175,27.0,1.2669954565236707
54,2013.083,13.3,492.2313,24.96515,121.53737,38.9,-0.3780366947436754
55,2013.083,16.1,289.3248,24.98203,121.54348,51.7,-0.13303190625704933
56,2012.833,31.7,1160.632,24.94968,121.53009,13.7,1.2319947724541527
57,2013.417,33.6,371.2495,24.97254,121.54059,41.9,1.3982480217843634
58,2012.917,3.5,56.47425,24.95744,121.53711,53.5,-1.2355534544468665
59,2013.5,30.3,4510.359,24.94925,121.49542,22.6,1.1094923782108397
60,2013.083,13.3,336.0532,24.95776,121.53438,42.4,-0.3780366947436754
61,2013.417,11.0,1931.207,24.96365,121.51471,21.3,-0.579290628143404
62,2013.5,5.3,259.6607,24.97585,121.54516,63.2,-1.0780503761340354
63,2012.917,17.2,2175.877,24.96303,121.51254,27.7,-0.03678002506587501
64,2013.583,2.6,533.4762,24.97445,121.54765,55.0,-1.314304993603282
65,2013.333,17.5,995.7554,24.96305,121.54915,25.3,-0.01052951201373644
66,2013.417,40.1,123.7429,24.97635,121.54329,44.3,1.9670091379140309
67,2013.0,1.0,193.5845,24.96571,121.54089,50.7,-1.454307729881354
68,2013.5,8.5,104.8101,24.96674,121.54067,56.8,-0.7980449035778915
69,2013.417,30.4,464.223,24.97964,121.53805,36.2,1.118242549228219
70,2012.833,12.5,561.9845,24.98746,121.54391,42.0,-0.4480380628827115
71,2013.583,6.6,90.45606,24.97433,121.5431,59.0,-0.9642981529081021
72,2013.083,35.5,640.7391,24.97563,121.53715,40.8,1.5645012711145738
73,2013.583,32.5,424.5442,24.97587,121.53913,36.3,1.3019961405931888
74,2013.167,13.8,4082.015,24.94155,121.50381,20.0,-0.33428583965677794
75,2012.917,6.8,379.5575,24.98343,121.53762,54.4,-0.946797810873343
76,2013.5,12.3,1360.139,24.95204,121.54842,29.5,-0.46553840491747045
77,2013.583,35.9,616.4004,24.97723,121.53767,36.8,1.5995019551840917
78,2012.833,20.5,2185.128,24.96322,121.51237,25.6,0.2519756185076486
79,2012.917,38.2,552.4371,24.97598,121.53381,29.8,1.8007558885838204
80,2013.0,18.0,1414.837,24.95182,121.54887,26.5,0.03322134307316106
81,2013.5,11.8,533.4762,24.97445,121.54765,40.3,-0.5092892600043679
82,2013.0,30.8,377.7956,24.96427,121.53964,36.8,1.1532432332977371
83,2013.083,13.2,150.9347,24.96725,121.54252,48.1,-0.38678686576105503
84,2012.917,25.3,2707.392,24.96056,121.50831,17.7,0.6719838273418647
85,2013.083,15.1,383.2805,24.96735,121.54464,43.7,-0.2205336164308445
86,2012.75,0.0,338.9679,24.96853,121.54413,50.8,-1.5418094400551492
87,2012.833,1.8,1455.798,24.9512,121.549,27.0,-1.3843063617423181
88,2013.583,16.9,4066.587,24.94297,121.50342,18.3,-0.06303053811801357
89,2012.917,8.9,1406.43,24.98573,121.52758,48.0,-0.7630442195083735
90,2013.5,23.0,3947.945,24.94783,121.50243,25.3,0.4707298939421361
91,2012.833,0.0,274.0144,24.9748,121.53059,45.4,-1.5418094400551492
92,2013.25,9.1,1402.016,24.98569,121.5276,43.2,-0.7455438774736145
93,2012.917,20.6,2469.645,24.96108,121.51046,21.8,0.26072578952502823
94,2012.917,31.9,1146.329,24.9492,121.53076,16.1,1.2494951144889115
95,2012.917,40.9,167.5989,24.9663,121.54026,41.0,2.0370105060530665
96,2012.917,8.0,104.8101,24.96674,121.54067,51.8,-0.8417957586647891
97,2013.417,6.4,90.45606,24.97433,121.5431,59.5,-0.981798494942861
98,2013.083,28.4,617.4424,24.97746,121.53299,34.6,0.943239128880629
99,2013.417,16.4,289.3248,24.98203,121.54348,51.0,-0.10678139320491108
100,2013.417,6.4,90.45606,24.97433,121.5431,62.2,-0.981798494942861
101,2013.5,17.5,964.7496,24.98872,121.53411,38.2,-0.01052951201373644
102,2012.833,12.7,170.1289,24.97371,121.52984,32.9,-0.43053772084795255
103,2013.083,1.1,193.5845,24.96571,121.54089,54.4,-1.4455575588639744
104,2012.75,0.0,208.3905,24.95618,121.53844,45.7,-1.5418094400551492
105,2012.667,32.7,392.4459,24.96398,121.5425,30.5,1.319496482627948
106,2012.833,0.0,292.9978,24.97744,121.54458,71.0,-1.5418094400551492
107,2013.083,17.2,189.5181,24.97707,121.54308,47.1,-0.03678002506587501
108,2013.333,12.2,1360.139,24.95204,121.54842,26.6,-0.4742885759348501
109,2013.417,31.4,592.5006,24.9726,121.53561,34.1,1.205744259402014
110,2013.583,4.0,2147.376,24.96299,121.51284,28.4,-1.191802599359969
111,2013.083,8.1,104.8101,24.96674,121.54067,51.6,-0.8330455876474095
112,2013.583,33.3,196.6172,24.97701,121.54224,39.4,1.3719975087322245
113,2013.417,9.9,2102.427,24.96044,121.51462,23.1,-0.6755425093345785
114,2013.333,14.8,393.2606,24.96172,121.53812,7.6,-0.2467841294829829
115,2012.667,30.6,143.8383,24.98155,121.54142,53.3,1.1357428912629783
116,2013.083,20.6,737.9161,24.98092,121.54739,46.4,0.26072578952502823
117,2013.0,30.9,6396.283,24.94375,121.47883,12.2,1.1619934043151166
118,2013.0,13.6,4197.349,24.93885,121.50383,13.0,-0.351786181691537
119,2013.5,25.3,1583.722,24.96622,121.51709,30.6,0.6719838273418647
120,2013.5,16.6,289.3248,24.98203,121.54348,59.6,-0.08928105117015182
121,2013.167,13.3,492.2313,24.96515,121.53737,31.3,-0.3780366947436754
122,2013.5,13.6,492.2313,24.96515,121.53737,48.0,-0.351786181691537
123,2013.25,31.5,414.9476,24.98199,121.54464,32.5,1.2144944304193936
124,2013.417,0.0,185.4296,24.9711,121.5317,45.5,-1.5418094400551492
125,2012.917,9.9,279.1726,24.97528,121.54541,57.4,-0.6755425093345785
126,2013.167,1.1,193.5845,24.96571,121.54089,48.6,-1.4455575588639744
127,2013.083,38.6,804.6897,24.97838,121.53477,62.9,1.8357565726533385
128,2013.25,3.8,383.8624,24.98085,121.54391,55.0,-1.209302941394728
129,2013.083,41.3,124.9912,24.96674,121.54039,60.7,2.0720111901225846
130,2013.417,38.5,216.8329,24.98086,121.54162,41.0,1.8270064016359588
131,2013.25,29.6,535.527,24.98092,121.53653,37.5,1.0482411810891834
132,2013.5,4.0,2147.376,24.96299,121.51284,30.7,-1.191802599359969
133,2013.417,0.0,185.4296,24.9711,121.5317,45.5,-1.5418094400551492
134,2012.833,18.0,373.3937,24.9866,121.54082,39.5,0.03322134307316106
135,2012.667,33.4,186.9686,24.96604,121.54211,42.2,1.380747679749604
136,2012.917,18.9,1009.235,24.96357,121.54951,20.8,0.11197288222957645
137,2012.75,11.4,390.5684,24.97937,121.54245,46.8,-0.544289944073886
138,2013.5,13.6,319.0708,24.96495,121.54277,47.4,-0.351786181691537
139,2013.167,10.0,942.4664,24.97843,121.52406,43.5,-0.666792338317199
140,2012.667,12.9,492.2313,24.96515,121.53737,42.5,-0.41303737881319347
141,2013.25,16.2,289.3248,24.98203,121.54348,51.4,-0.12428173523967001
142,2013.333,5.1,1559.827,24.97213,121.51627,28.9,-1.0955507181687947
143,2013.417,19.8,640.6071,24.97017,121.54647,37.5,0.19072442138599213
144,2013.5,13.6,492.2313,24.96515,121.53737,40.1,-0.351786181691537
145,2013.083,11.9,1360.139,24.95204,121.54842,28.4,-0.5005390889869885
146,2012.917,2.1,451.2438,24.97563,121.54694,45.5,-1.3580558486901797
147,2012.75,0.0,185.4296,24.9711,121.5317,52.2,-1.5418094400551492
148,2012.75,3.2,489.8821,24.97017,121.54494,43.2,-1.2618039674990051
149,2013.5,16.4,3780.59,24.93293,121.51203,45.1,-0.10678139320491108
150,2012.667,34.9,179.4538,24.97349,121.54245,39.7,1.5120002450102965
151,2013.25,35.8,170.7311,24.96719,121.54269,48.5,1.590751784166712
152,2013.5,4.9,387.7721,24.98118,121.53788,44.7,-1.1130510602035535
153,2013.333,12.0,1360.139,24.95204,121.54842,28.9,-0.491788917969609
154,2013.25,6.5,376.1709,24.95418,121.53713,40.9,-0.9730483239254816
155,2013.5,16.9,4066.587,24.94297,121.50342,20.7,-0.06303053811801357
156,2013.167,13.8,4082.015,24.94155,121.50381,15.6,-0.33428583965677794
157,2013.583,30.7,1264.73,24.94883,121.52954,18.3,1.1444930622803575
158,2013.25,16.1,815.9314,24.97886,121.53464,35.6,-0.13303190625704933
159,2013.0,11.6,390.5684,24.97937,121.54245,39.4,-0.5267896020391271
160,2012.667,15.5,815.9314,24.97886,121.53464,37.4,-0.18553293236132645
161,2012.917,3.5,49.66105,24.95836,121.53756,57.8,-1.2355534544468665
162,2013.417,19.2,616.4004,24.97723,121.53767,39.6,0.138223395281715
163,2012.75,16.0,4066.587,24.94297,121.50342,11.6,-0.14178207727442896
164,2013.5,8.5,104.8101,24.96674,121.54067,55.5,-0.7980449035778915
165,2012.833,0.0,185.4296,24.9711,121.5317,55.2,-1.5418094400551492
166,2012.917,13.7,1236.564,24.97694,121.55391,30.6,-0.34303601067415757
167,2013.417,0.0,292.9978,24.97744,121.54458,73.6,-1.5418094400551492
168,2013.417,28.2,330.0854,24.97408,121.54011,43.4,0.9257387868458701
169,2013.083,27.6,515.1122,24.96299,121.5432,37.4,0.8732377607415933
170,2013.417,8.4,1962.628,24.95468,121.55481,23.5,-0.806795074595271
171,2013.333,24.0,4527.687,24.94741,121.49628,14.4,0.5582316041159311
172,2013.083,3.6,383.8624,24.98085,121.54391,58.8,-1.226803283429487
173,2013.583,6.6,90.45606,24.97433,121.5431,58.1,-0.9642981529081021
174,2013.083,41.3,401.8807,24.98326,121.5446,35.1,2.0720111901225846
175,2013.417,4.3,432.0385,24.9805,121.53778,45.2,-1.1655520863078306
176,2013.083,30.2,472.1745,24.97005,121.53758,36.5,1.10074220719346
177,2012.833,13.9,4573.779,24.94867,121.49507,19.2,-0.3255356686393984
178,2013.083,33.0,181.0766,24.97697,121.54262,42.0,1.3457469956800863
179,2013.5,13.1,1144.436,24.99176,121.53456,36.7,-0.3955370367784345
180,2013.083,14.0,438.8513,24.97493,121.5273,42.6,-0.31678549762201896
181,2012.667,26.9,4449.27,24.94898,121.49621,15.5,0.8119865636199365
182,2013.167,11.6,201.8939,24.98489,121.54121,55.9,-0.5267896020391271
183,2013.5,13.5,2147.376,24.96299,121.51284,23.6,-0.3605363527089165
184,2013.5,17.0,4082.015,24.94155,121.50381,18.8,-0.05428036710063395
185,2012.75,14.1,2615.465,24.95495,121.56174,21.8,-0.3080353266046395
186,2012.75,31.4,1447.286,24.97285,121.5173,21.5,1.205744259402014
187,2013.167,20.9,2185.128,24.96322,121.51237,25.7,0.28697630257716644
188,2013.0,8.9,3078.176,24.95464,121.56627,22.0,-0.7630442195083735
189,2013.083,3.6,383.8624,24.98085,121.54391,58.8,-1.226803283429487
190,2012.917,16.3,4066.587,24.94297,121.50342,20.5,-0.11553156422229038
191,2013.5,35.3,616.5735,24.97945,121.53642,42.3,1.5470009290798146
192,2013.167,13.2,750.0704,24.97371,121.54951,37.8,-0.38678686576105503
193,2013.167,43.8,57.58945,24.9675,121.54069,42.7,2.290765465557072
194,2013.417,9.7,421.479,24.98246,121.54477,49.3,-0.6930428513693376
195,2013.5,15.2,3771.895,24.93363,121.51158,29.3,-0.21178344541346503
196,2013.333,15.2,461.1016,24.95425,121.5399,34.6,-0.21178344541346503
197,2013.0,22.8,707.9067,24.981,121.54713,36.6,0.4532295519073772
198,2013.25,34.4,126.7286,24.96881,121.54089,48.2,1.468249389923399
199,2013.083,34.0,157.6052,24.96628,121.54196,39.1,1.4332487058538812
200,2013.417,18.2,451.6419,24.96945,121.5449,31.6,0.05072168510792
201,2013.417,17.4,995.7554,24.96305,121.54915,25.5,-0.019279683031116067
202,2013.417,13.1,561.9845,24.98746,121.54391,45.9,-0.3955370367784345
203,2012.917,38.3,642.6985,24.97559,121.53713,31.5,1.8095060596011996
204,2012.667,15.6,289.3248,24.98203,121.54348,46.1,-0.176782761343947
205,2013.0,18.0,1414.837,24.95182,121.54887,26.6,0.03322134307316106
206,2013.083,12.8,1449.722,24.97289,121.51728,21.4,-0.4217875498305729
207,2013.25,22.2,379.5575,24.98343,121.53762,44.0,0.40072852580310003
208,2013.083,38.5,665.0636,24.97503,121.53692,34.2,1.8270064016359588
209,2012.75,11.5,1360.139,24.95204,121.54842,26.2,-0.5355397730565065
210,2012.833,34.8,175.6294,24.97347,121.54271,40.9,1.5032500739929169
211,2013.5,5.2,390.5684,24.97937,121.54245,52.2,-1.086800547151415
212,2013.083,0.0,274.0144,24.9748,121.53059,43.5,-1.5418094400551492
213,2013.333,17.6,1805.665,24.98672,121.52091,31.1,-0.0017793409963568153
214,2013.083,6.2,90.45606,24.97433,121.5431,58.0,-0.9992988369776201
215,2013.583,18.1,1783.18,24.96731,121.51486,20.9,0.04197151409054069
216,2013.333,19.2,383.7129,24.972,121.54477,48.1,0.138223395281715
217,2013.25,37.8,590.9292,24.97153,121.53559,39.7,1.7657552045143021
218,2012.917,28.0,372.6242,24.97838,121.54119,40.8,0.9082384448111112
219,2013.417,13.6,492.2313,24.96515,121.53737,43.8,-0.351786181691537
220,2012.75,29.3,529.7771,24.98102,121.53655,40.2,1.0219906680370447
221,2013.333,37.2,186.5101,24.97703,121.54265,78.3,1.7132541784100255
222,2013.333,9.0,1402.016,24.98569,121.5276,38.5,-0.754294048490994
223,2013.583,30.6,431.1114,24.98123,121.53743,48.5,1.1357428912629783
224,2013.25,9.1,1402.016,24.98569,121.5276,42.3,-0.7455438774736145
225,2013.333,34.5,324.9419,24.97814,121.5417,46.0,1.4769995609407787
226,2013.25,1.1,193.5845,24.96571,121.54089,49.0,-1.4455575588639744
227,2013.0,16.5,4082.015,24.94155,121.50381,12.8,-0.09803122218753145
228,2012.917,32.4,265.0609,24.98059,121.53986,40.2,1.2932459695758092
229,2013.417,11.9,3171.329,25.00115,121.51776,46.6,-0.5005390889869885
230,2013.583,31.0,1156.412,24.9489,121.53095,19.0,1.1707435753324962
231,2013.5,4.0,2147.376,24.96299,121.51284,33.4,-1.191802599359969
232,2012.833,16.2,4074.736,24.94235,121.50357,14.7,-0.12428173523967001
233,2012.917,27.1,4412.765,24.95032,121.49587,17.4,0.8294869056546957
234,2013.333,39.7,333.3679,24.98016,121.53932,32.4,1.932008453844513
235,2013.25,8.0,2216.612,24.96007,121.51361,23.9,-0.8417957586647891
236,2012.75,12.9,250.631,24.96606,121.54297,39.3,-0.41303737881319347
237,2013.167,3.6,373.8389,24.98322,121.53765,61.9,-1.226803283429487
238,2013.167,13.0,732.8528,24.97668,121.52518,39.0,-0.404287207795814
239,2013.083,12.8,732.8528,24.97668,121.52518,40.6,-0.4217875498305729
240,2013.5,18.1,837.7233,24.96334,121.54767,29.7,0.04197151409054069
241,2013.083,11.0,1712.632,24.96412,121.5167,28.8,-0.579290628143404
242,2013.5,13.7,250.631,24.96606,121.54297,41.4,-0.34303601067415757
243,2012.833,2.0,2077.39,24.96357,121.51329,33.4,-1.366806019707559
244,2013.417,32.8,204.1705,24.98236,121.53923,48.2,1.328246653645327
245,2013.083,4.8,1559.827,24.97213,121.51627,21.7,-1.1218012312209331
246,2013.417,7.5,639.6198,24.97258,121.54814,40.8,-0.8855466137516865
247,2013.417,16.4,389.8219,24.96412,121.54273,40.6,-0.10678139320491108
248,2013.333,21.7,1055.067,24.96211,121.54928,23.1,0.35697767071620257
249,2013.0,19.0,1009.235,24.96357,121.54951,22.3,0.12072305324695608
250,2012.833,18.0,6306.153,24.95743,121.47516,15.0,0.03322134307316106
251,2013.167,39.2,424.7132,24.97429,121.53917,30.0,1.8882575987576156
252,2012.917,31.7,1159.454,24.9496,121.53018,13.8,1.2319947724541527
253,2012.833,5.9,90.45606,24.97433,121.5431,52.7,-1.0255493500297586
254,2012.667,30.4,1735.595,24.96464,121.51623,25.9,1.118242549228219
255,2012.667,1.1,329.9747,24.98254,121.54395,51.8,-1.4455575588639744
256,2013.417,31.5,5512.038,24.95095,121.48458,17.4,1.2144944304193936
257,2012.667,14.6,339.2289,24.97519,121.53151,26.5,-0.264284471517742
258,2013.25,17.3,444.1334,24.97501,121.5273,43.9,-0.02802985404849538
259,2013.417,0.0,292.9978,24.97744,121.54458,63.3,-1.5418094400551492
260,2013.083,17.7,837.7233,24.96334,121.54767,28.8,0.0069708300210225
261,2013.25,17.0,1485.097,24.97073,121.517,30.7,-0.05428036710063395
262,2013.167,16.2,2288.011,24.95885,121.51359,24.4,-0.12428173523967001
263,2012.917,15.9,289.3248,24.98203,121.54348,53.0,-0.15053224829180842
264,2013.417,3.9,2147.376,24.96299,121.51284,31.7,-1.2005527703773486
265,2013.167,32.6,493.657,24.96968,121.54522,40.6,1.3107463116105684
266,2012.833,15.7,815.9314,24.97886,121.53464,38.1,-0.16803259032656753
267,2013.25,17.8,1783.18,24.96731,121.51486,23.7,0.015721001038402124
268,2012.833,34.7,482.7581,24.97433,121.53863,41.1,1.494499902975538
269,2013.417,17.2,390.5684,24.97937,121.54245,40.1,-0.03678002506587501
270,2013.0,17.6,837.7233,24.96334,121.54767,23.0,-0.0017793409963568153
271,2013.333,10.8,252.5822,24.9746,121.53046,117.5,-0.596790970178163
272,2012.917,17.7,451.6419,24.96945,121.5449,26.5,0.0069708300210225
273,2012.75,13.0,492.2313,24.96515,121.53737,40.5,-0.404287207795814
274,2013.417,13.2,170.1289,24.97371,121.52984,29.3,-0.38678686576105503
275,2013.167,27.5,394.0173,24.97305,121.53994,41.0,0.8644875897242137
276,2012.667,1.5,23.38284,24.96772,121.54102,49.7,-1.4105568747944566
277,2013.0,19.1,461.1016,24.95425,121.5399,34.0,0.1294732242643357
278,2013.417,21.2,2185.128,24.96322,121.51237,27.7,0.31322681562930504
279,2012.75,0.0,208.3905,24.95618,121.53844,44.0,-1.5418094400551492
280,2013.417,2.6,1554.25,24.97026,121.51642,31.1,-1.314304993603282
281,2013.25,2.3,184.3302,24.96581,121.54086,45.4,-1.3405555066554204
282,2013.333,4.7,387.7721,24.98118,121.53788,44.8,-1.1305514022383127
283,2012.917,2.0,1455.798,24.9512,121.549,25.6,-1.366806019707559
284,2013.417,33.5,1978.671,24.98674,121.51844,23.5,1.3894978507669837
285,2012.917,15.0,383.2805,24.96735,121.54464,34.4,-0.22928378744822397
286,2013.167,30.1,718.2937,24.97509,121.53644,55.3,1.0919920361760809
287,2012.917,5.9,90.45606,24.97433,121.5431,56.3,-1.0255493500297586
288,2013.0,19.2,461.1016,24.95425,121.5399,32.9,0.138223395281715
289,2013.583,16.6,323.6912,24.97841,121.5428,51.0,-0.08928105117015182
290,2013.333,13.9,289.3248,24.98203,121.54348,44.5,-0.3255356686393984
291,2013.083,37.7,490.3446,24.97217,121.53471,37.0,1.757005033496923
292,2012.833,3.4,56.47425,24.95744,121.53711,54.4,-1.244303625464246
293,2013.083,17.5,395.6747,24.95674,121.534,24.5,-0.01052951201373644
294,2012.667,12.6,383.2805,24.96735,121.54464,42.5,-0.439287891865332
295,2013.5,26.4,335.5273,24.9796,121.5414,38.1,0.768235708533039
296,2013.167,18.2,2179.59,24.96299,121.51252,21.8,0.05072168510792
297,2012.75,12.5,1144.436,24.99176,121.53456,34.1,-0.4480380628827115
298,2012.833,34.9,567.0349,24.97003,121.5458,28.5,1.5120002450102965
299,2013.333,16.7,4082.015,24.94155,121.50381,16.7,-0.08053088015277252
300,2013.167,33.2,121.7262,24.98178,121.54059,46.1,1.3632473377148455
301,2013.083,2.5,156.2442,24.96696,121.53992,36.9,-1.3230551646206616
302,2012.75,38.0,461.7848,24.97229,121.53445,35.7,1.7832555465490612
303,2013.5,16.5,2288.011,24.95885,121.51359,23.2,-0.09803122218753145
304,2013.5,38.3,439.7105,24.97161,121.53423,38.4,1.8095060596011996
305,2013.417,20.0,1626.083,24.96622,121.51668,29.4,0.20822476342075108
306,2013.083,16.2,289.3248,24.98203,121.54348,55.0,-0.12428173523967001
307,2013.5,14.4,169.9803,24.97369,121.52979,50.2,-0.28178481355250096
308,2012.833,10.3,3079.89,24.9546,121.56627,24.7,-0.6405418252650604
309,2013.417,16.4,289.3248,24.98203,121.54348,53.0,-0.10678139320491108
310,2013.25,30.3,1264.73,24.94883,121.52954,19.1,1.1094923782108397
311,2013.583,16.4,1643.499,24.95394,121.55174,24.7,-0.10678139320491108
312,2013.167,21.3,537.7971,24.97425,121.53814,42.2,0.32197698664668467
313,2013.583,35.4,318.5292,24.97071,121.54069,78.0,1.5557511000971942
314,2013.333,8.3,104.8101,24.96674,121.54067,42.8,-0.8155452456126505
315,2013.25,3.7,577.9615,24.97201,121.54722,41.6,-1.2180531124121077
316,2013.083,15.6,1756.411,24.9832,121.51812,27.3,-0.176782761343947
317,2013.25,13.3,250.631,24.96606,121.54297,42.0,-0.3780366947436754
318,2012.75,15.6,752.7669,24.97795,121.53451,37.5,-0.176782761343947
319,2013.333,7.1,379.5575,24.98343,121.53762,49.8,-0.9205472978212046
320,2013.25,34.6,272.6783,24.95562,121.53872,26.9,1.4857497319581583
321,2012.75,13.5,4197.349,24.93885,121.50383,18.6,-0.3605363527089165
322,2012.917,16.9,964.7496,24.98872,121.53411,37.7,-0.06303053811801357
323,2013.0,12.9,187.4823,24.97388,121.52981,33.1,-0.41303737881319347
324,2013.417,28.6,197.1338,24.97631,121.54436,42.5,0.9607394709153882
325,2012.667,12.4,1712.632,24.96412,121.5167,31.3,-0.45678823390009093
326,2013.083,36.6,488.8193,24.97015,121.54494,38.1,1.6607531523057484
327,2013.5,4.1,56.47425,24.95744,121.53711,62.1,-1.1830524283425896
328,2013.417,3.5,757.3377,24.97538,121.54971,36.7,-1.2355534544468665
329,2012.833,15.9,1497.713,24.97003,121.51696,23.6,-0.15053224829180842
330,2013.0,13.6,4197.349,24.93885,121.50383,19.2,-0.351786181691537
331,2013.083,32.0,1156.777,24.94935,121.53046,12.8,1.2582452855062911
332,2013.333,25.6,4519.69,24.94826,121.49587,15.6,0.6982343403940032
333,2013.167,39.8,617.7134,24.97577,121.53475,39.6,1.940758624861892
334,2012.75,7.8,104.8101,24.96674,121.54067,38.4,-0.859296100699548
335,2012.917,30.0,1013.341,24.99006,121.5346,22.8,1.0832418651587012
336,2013.583,27.3,337.6016,24.96431,121.54063,36.5,0.8469872476894548
337,2012.833,5.1,1867.233,24.98407,121.51748,35.6,-1.0955507181687947
338,2012.833,31.3,600.8604,24.96871,121.54651,30.9,1.1969940883846348
339,2012.917,31.5,258.186,24.96867,121.54331,36.3,1.2144944304193936
340,2013.333,1.7,329.9747,24.98254,121.54395,50.4,-1.3930565327596978
341,2013.333,33.6,270.8895,24.97281,121.53265,42.9,1.3982480217843634
342,2013.0,13.0,750.0704,24.97371,121.54951,37.0,-0.404287207795814
343,2012.667,5.7,90.45606,24.97433,121.5431,53.5,-1.0430496920645176
344,2013.0,33.5,563.2854,24.98223,121.53597,46.6,1.3894978507669837
345,2013.5,34.6,3085.17,24.998,121.5155,41.2,1.4857497319581583
346,2012.667,0.0,185.4296,24.9711,121.5317,37.9,-1.5418094400551492
347,2013.417,13.2,1712.632,24.96412,121.5167,30.8,-0.38678686576105503
348,2013.583,17.4,6488.021,24.95719,121.47353,11.2,-0.019279683031116067
349,2012.833,4.6,259.6607,24.97585,121.54516,53.7,-1.1393015732556921
350,2012.75,7.8,104.8101,24.96674,121.54067,47.0,-0.859296100699548
351,2013.0,13.2,492.2313,24.96515,121.53737,42.3,-0.38678686576105503
352,2012.833,4.0,2180.245,24.96324,121.51241,28.6,-1.191802599359969
